1552298160565;[171, 0, 4, 255, 132, 128, 73]
1552298161601;[171, 0, 4, 255, 132, 128, 73]
1552298162636;[171, 0, 4, 255, 132, 128, 73]
1552298163673;[171, 0, 4, 255, 132, 128, 73]
1552298164709;[171, 0, 4, 255, 132, 128, 72]
1552298165561;[171, 0, 4, 255, 132, 128, 73]
1552298166597;[171, 0, 4, 255, 132, 128, 73]
1552298167632;[171, 0, 4, 255, 132, 128, 73]
1552298168668;[171, 0, 4, 255, 132, 128, 73]
1552298169705;[171, 0, 4, 255, 132, 128, 73]
1552298170573;[171, 0, 4, 255, 132, 128, 73]
1552298171609;[171, 0, 4, 255, 132, 128, 73]
1552298172629;[171, 0, 4, 255, 132, 128, 72]
1552298173665;[171, 0, 4, 255, 132, 128, 72]
1552298174700;[171, 0, 4, 255, 132, 128, 71]
1552298175569;[171, 0, 4, 255, 132, 128, 71]
1552298176605;[171, 0, 4, 255, 132, 128, 71]
1552298177641;[171, 0, 4, 255, 132, 128, 71]
1552298178677;[171, 0, 4, 255, 132, 128, 71]
1552298179713;[171, 0, 4, 255, 132, 128, 71]
1552298180581;[171, 0, 4, 255, 132, 128, 71]
1552298181601;[171, 0, 4, 255, 132, 128, 71]
1552298182821;[171, 0, 4, 255, 132, 128, 71]
1552298183673;[171, 0, 4, 255, 132, 128, 71]
1552298184709;[171, 0, 4, 255, 132, 128, 70]
1552298185578;[171, 0, 4, 255, 132, 128, 70]
1552298186614;[171, 0, 4, 255, 132, 128, 70]
1552298187648;[171, 0, 4, 255, 132, 128, 70]
1552298188686;[171, 0, 4, 255, 132, 128, 70]
1552298189721;[171, 0, 4, 255, 132, 128, 70]
1552298190573;[171, 0, 4, 255, 132, 128, 69]
1552298191609;[171, 0, 4, 255, 132, 128, 69]
1552298192644;[171, 0, 4, 255, 132, 128, 69]
1552298193681;[171, 0, 4, 255, 132, 128, 69]
1552298194717;[171, 0, 4, 255, 132, 128, 69]
1552298195753;[171, 0, 4, 255, 132, 128, 69]
1552298196789;[171, 0, 4, 255, 132, 128, 69]
1552298197640;[171, 0, 4, 255, 132, 128, 69]
